STATION,STNAME,SHORTNAME,GAUGE,DATUM,CATCHAREA,ZONE,EASTING,NORTHING,GRDATUM,LATITUDE,LONGITUDE,LLDATUM,POSACC,ELEV,ELEVACC,FIELD,LAB,ACTIVE,COMMENCED,CEASED,REGION
406222,COLIBAN RIVER @ LAURISTON RESERVOIR (HEAD GAUGE),COLIBAN @ LAURISTON,,,,55,267749.41700000002,5873756.9680000003,AMG66,-37.253680000000003,144.38127,WGS84,1,0,1,N,N,1,1941-08-01,,406
406224,MOUNT PLEASANT CREEK @ RUNNYMEDE,MOUNT PLEASANT CK,129.99000000000001,AHD,248,55,288550,5952917,UTM,-36.545656180000002,144.63770539999999,WGS84,9,144,9,Y,Y,1,1974-06-21,,406
406225,CAMPASPE RIVER @ LAKE EPPALOCK (O'LET MEAS. WEIR),CAMPASPE @ EPP O/L W,0,AHD,2028,55,280126,5919080,UTM,-36.848508850000002,144.53394990000001,WGS84,9,175,9,Y,N,1,1963-11-26,,406
406226,MOUNT IDA CREEK @ DERRINAL,MT. IDA @ DERRINAL,198.31,AHD,174,55,290739,5915815,UTM,-36.880326019999998,144.65198939999999,WGS84,9,209,1,Y,N,1,1978-06-27,,406
406235,WILD DUCK CREEK @ U/S OF HEATHCOTE-MIA MIA ROAD,WILD DUCK CREEK,205.66999999999999,AHD,214,55,292054,5908425,UTM,-36.947178510000001,144.66470369000001,WGS84,9,0,1,Y,Y,1,1980-11-24,,406
406250,COLIBAN RIVER @ SPRINGHILL-TYLDEN ROAD,COLIBAN @ SPRINGHILL,0,ARB,78,55,266415.5,5866412,UTM,-37.319483329999997,144.36393611,WGS84,9,528,9,Y,N,1,1908-05-13,,406
406262,AXE CREEK @ STRATHFIELDSAYE,AXE @STRATHFIELDSAYE,0,,83,55,267283,5922913,UTM,-36.810917160000002,144.39121109999999,WGS84,9,194,9,Y,N,1,1989-05-23,,406
406263,MULLERS CREEK @ MURRAY VALLEY HIGHWAY,MULLERS @ MURRAY HWY,0,ARB,0,55,290722,6002897,UTM,-36.095917229999998,144.6753683,WGS84,9,0,1,Y,Y,1,1990-04-03,,406
406264,MILLEWA CREEK @ NORTHERN HIGHWAY ECHUCA,MILLEWA CK @ ECHUCA,0.10000000000000001,AHD,32,55,295935,5992979,UTM,-36.186373840000002,144.73065919999999,WGS84,9,0,1,Y,N,1,1990-05-25,,406
406265,CAMPASPE RIVER @ ECHUCA,CAMPASPE @ ECHUCA,0,AHD,0,55,296248,5997610,UTM,-36.14472095,144.73533850000001,WGS84,9,0,1,Y,Y,1,1991-04-18,,406
406266,FIVE MILE CREEK @ WOODEND TREATMENT PLANT,FIVE MILE CK @ WTP,,,,55,279546.90000000002,5864754.2000000002,MGA94,-37.33775,144.51149000000001,GDA94,1,0,,Y,N,1,1992-05-29,,406
406273,TRENTHAM NO 2 RESERVOIR H.G. AT EAST TRENTHAM,TRENTHAM NO 2 RES HG,,,,55,265938,5856668.7999999998,MGA94,-37.407223000000002,144.355459,GDA94,1,0,1,y,N,1,2000-09-29,,406
406276,CAMPASPE RIVER @ FEHRINGS LANE,CAMPASPE @ FEHRINGS,0,,0,55,296423,5996979,UTM,-36.150442150000003,144.73711890000001,WGS84,9,101,9,Y,N,1,2007-03-29,,406
406280,LITTLE COLIBAN RV @ GLUEPOT BRIDGE,LT COLIBAN @ GLUEPOT,,,,55,272526.09999999998,5869915.7000000002,MGA94,-37.289577780000002,144.43389167000001,GDA94,,0,,N,N,1,2010-03-29,,406
406281,KANGAROO CREEK UPSTREAM MALMSBURY RESERVOIR,K'ROO C U/S MALMSBUR,,,,55,263970.5,5875285.0999999996,UTM,-37.238970520000002,144.33918679999999,GDA94,,0,,N,N,1,2010-03-30,,406
406282,TRENTHAM NO 1 RESERVOIR HEAD GAUGE AT EAST TRENTHAM,TRENTHAM NO 1 RES.HG,,,,55,265938,5856668.7999999998,MGA94,-37.407223000000002,144.355459,GDA94,,0,,y,N,1,2014-12-11,,406
406700,COLIBAN MAIN CHANNEL @ OFFTAKE,COLIBAN MAIN OFFTAKE,,,,55,267144.79700000002,5880453.4589999998,AMG66,-37.19323,144.37655000000001,WGS84,1,0,1,N,N,1,1963-04-17,,406
406704,DEAKIN MAIN DRAIN @ OUTFALL (ECHUCA),DEAKIN MAIN ECHUCA,90.606999999999999,AHD,0,55,299264,5999463,UTM,-36.128656620000001,144.76931049999999,WGS84,9,0,1,Y,Y,1,1965-08-10,,406
406731,DEAKIN MAIN DRAIN (D/S DRAIN 3) @ GRAY RD,DEAKIN M DR @ GRAY R,0,,0,55,313155.359,5978417.8870000001,UTM,-36.321040000000004,144.918564,WGS84,9,0,1,Y,N,1,1982-08-19,,406
406744,BAMAWM DRAIN NO.3 EXTENSION @ O'DONNEL ROAD,BAMAWM 3 @O'DONNEL R,0,,0,55,288597,5976468,UTM,-36.333528829999999,144.64465319999999,WGS84,9,115,9,Y,Y,1,1985-02-08,,406
406746,DEAKIN MAIN DRAIN @ SITE R,DEAKIN MAIN SITE R,101.828,AHD,0,55,316361,5963937,UTM,-36.452122770000003,144.95083170000001,WGS84,9,0,1,Y,N,1,1987-05-13,,406
406747,DEAKIN MAIN DRAIN SITE (S) @ MIDLAND HIGHWAY,DEAKIN (S) MID/HWAY,101.47,AHD,0,55,317219,5964105,UTM,-36.450773130000002,144.96044000000001,WGS84,9,0,1,Y,N,1,1986-10-03,,406
406749,DEAKIN MAIN DRAIN SITE (U) @ MASON ROAD,DEAKIN (U) MASON RD,100.03100000000001,AHD,0,55,314233,5968354,UTM,-36.411918550000003,144.92815830000001,WGS84,9,0,1,Y,N,1,1980-03-28,,406
406750,BAMAWM MAIN DRAIN @ DARGON'S BRIDGE,BAMAWM @ DARGON'S,93.587000000000003,AHD,0,55,284094,5999097,UTM,-36.128739920000001,144.60068200000001,WGS84,9,0,1,Y,Y,1,1989-11-16,,406
406756,MOSQUITO CREEK DEPRESSION @ CURR ROAD,MOSQUITO @ CURR ROAD,0,ARB,0,55,318769,5977686,UTM,-36.328706580000002,144.98089379999999,WGS84,9,94,9,Y,Y,1,1992-05-20,,406
406757,RICHARDSONS LAGOON OUTFALL @ TORRUMBARRY ESTATE,RICHARDSONS LGN T'RY,0,AHD,0,55,281055,6010635,UTM,-36.024085069999998,144.5702187,WGS84,9,0,1,Y,N,1,1992-07-10,,406
406758,BAMAWN MAIN DRAIN @ RICHARDSON LAGOON OUTFALL,BAMAWN DR RICHARDSON,0,,0,55,281876,6008833,UTM,-36.040501329999998,144.57882559999999,WGS84,9,90,9,Y,Y,1,1993-02-04,,406
406764,CAMPASPE DRAIN NO 5 @ OUTFALL,CAMPASPE DR NO 5,0,ARB,0,55,293640,5977190,UTM,-36.32811882,144.70098970000001,WGS84,9,0,0,Y,Y,1,1997-07-25,,406
406766,CAMPASPE DR NO 4 U/S NORTHERN HIGHWAY,CAMPASPE DR NO 4,0,ARB,0,55,292143,5978205,UTM,-36.318653779999998,144.68459480000001,WGS84,9,112,9,Y,Y,1,1999-06-30,,406
406769,OLD DEAKIN DRAIN NO 5 @ ECHUCA-KYABRAM RD,OLD DEAKIN DR 5,0,,0,55,306215,5985636,UTM,-36.254640530000003,144.84308870000001,WGS84,9,0,0,Y,N,1,2001-10-30,,406
406802,RAINGAUGE (CAMPASPE RIVER) @ REDESDALE,RAINGAUGE @ REDESDAL,,,,55,281169.80499999999,5900621.2570000002,MGA94,-37.015122259999998,144.54029496000001,GDA94,,0,,N,N,1,2017-07-26,,406
407202,LODDON RIVER @ KERANG,LODDON @ KERANG,75.030000000000001,AHD,0,54,764123,6045024,UTM,-35.703234139999999,143.91922819999999,WGS84,9,81,9,Y,Y,1,1890-09-01,,407
407203,LODDON RIVER @ LAANECOORIE,LODDON @ LAANECOORIE,149.512,AHD,4178,54,757893,5919935,UTM,-36.831205339999997,143.89171440000001,WGS84,9,0,1,Y,Y,1,1891-07-04,,407
407205,LODDON RIVER @ APPIN SOUTH,LODDON @ APPIN STH,80.116,AHD,0,54,759118,6020619,UTM,-35.924326460000003,143.87188219999999,WGS84,9,86,9,Y,Y,1,1946-01-01,,407
407209,GUNBOWER CREEK @ KOONDROOK,GUNBOWER @ KOONDROOK,75.335999999999999,AHD,0,55,239712,6050319,UTM,-35.6565729,144.12482259999999,WGS84,9,0,1,Y,Y,1,1940-11-01,,407
407210,LODDON RIVER @ CAIRN CURRAN RESERVOIR T.G.,LODDON @CAIRN CURRAN,179.76499999999999,AHD,1593,54,764188,5902418,UTM,-36.987163969999997,143.9683234,WGS84,9,0,1,Y,N,1,1943-07-22,,407
407211,BET BET CREEK @ BET BET,BET BET @ BET BET,0,,635,54,744672,5910212,UTM,-36.922265520000003,143.7467637,WGS84,9,0,1,Y,N,1,1943-09-23,,407
407213,MCCALLUMS CREEK @ CARISBROOK,MCCALLUMS CK,193.19300000000001,AHD,471.39999999999998,54,749923,5892052,UTM,-37.084392459999997,143.8116689,WGS84,9,0,1,Y,N,1,1943-08-13,,407
407214,CRESWICK CREEK @ CLUNES,CRESWICK @ CLUNES,295.10700000000003,AHD,308,54,747289,5868556,UTM,-37.296635530000003,143.78984600000001,WGS84,9,0,1,Y,N,1,1943-08-10,,407
407215,LODDON RIVER @ NEWSTEAD,LODDON @ NEWSTEAD,207.93700000000001,AHD,1088,55,238573,5888966,UTM,-37.109036029999999,144.05798659999999,WGS84,9,0,1,Y,Y,1,1946-12-10,,407
407217,LODDON RIVER @ VAUGHAN D/S FRYERS CREEK,LODDON DS FRYERS,257.20600000000002,AHD,299,55,252103,5883941,UTM,-37.157957830000001,144.20841680000001,WGS84,9,269,9,Y,N,1,1947-06-01,,407
407220,BET BET CREEK @ NORWOOD,BET BET @ NORWOOD,193.91999999999999,AHD,347,54,735167.42700000003,5902428.8990000002,UTM,-36.994770000000003,143.64259000000001,WGS84,9,0,1,Y,N,1,1954-03-04,,407
407221,JIM CROW CREEK @ YANDOIT,JIM CROW @ YANDOIT,265.98099999999999,ARB,166,55,242671,5878274,UTM,-37.206426800000003,144.10037299999999,WGS84,9,0,1,Y,Y,1,1954-06-16,,407
407222,TULLAROOP CREEK @ CLUNES,TULLAROOP @ CLUNES,253.07599999999999,AHD,632,54,751440,5876119,UTM,-37.227433570000002,143.8340699,WGS84,9,0,1,Y,N,1,1955-08-12,,407
407224,LODDON RIVER @ LODDON WEIR,LODDON @ LODDON WEIR,100.535,AHD,0,54,757214,5976352,UTM,-36.323430510000001,143.86526359999999,WGS84,9,0,1,Y,N,1,1924-03-01,,407
407227,BIRCH CREEK @ SMEATON,BIRCH @ SMEATON,405.02600000000001,AHD,146,54,758925,5864073,UTM,-37.333826330000001,143.92253099999999,WGS84,9,0,1,Y,N,1,1961-03-01,,407
407229,LODDON RIVER @ SERPENTINE WEIR,LODDON @ SERP. WEIR,0,,0,54,764582.03599999996,5964652.0049999999,UTM,-36.426774999999999,143.951224,WGS84,9,0,1,Y,Y,1,1958-01-01,,407
407230,JOYCES CREEK @ STRATHLEA,JOYCES @ STRATHLEA,253.06899999999999,AHD,153,54,763055,5882818,UTM,-37.163925220000003,143.96247120000001,WGS84,9,0,1,Y,N,1,1963-05-13,,407
407236,MOUNT HOPE CREEK @ MITIAMO,MOUNT HOPE @ MITIAMO,91.441999999999993,AHD,1629,55,255850,5994599,UTM,-36.162508459999998,144.2858042,WGS84,9,0,1,Y,Y,1,1967-05-04,,407
407237,CRESWICK CREEK @ CRESWICK U/S COSGRAVE RES.,CRESWICK @ CRESWICK,0,ARB,22,54,760662.69999999995,5852085.5,AMG84,-37.44125039,143.94634461999999,GDA94,1,0,1,N,N,1,1969-06-05,,407
407238,ADEKATE CREEK @ CRESWICK,ADEKATE @ CRESWICK,0,ARB,12,54,760926.30000000005,5851735.0999999996,AMG84,-37.444330319999999,143.94944447,GDA94,1,0,1,N,N,1,1969-06-05,,407
407239,MIDDLE CREEK @ RODBOROUGH,MIDDLE @ RODBOROUGH,240.22499999999999,AHD,137,54,758784,5885801,UTM,-37.138263090000002,143.91339790000001,WGS84,9,0,1,Y,N,1,1970-02-20,,407
407240,LODDON RIVER @ LAANECOORIE RESERVOIR (H. GAUGE),LODDON @ LAANECOORIE,0,,4178,54,757882,5919645,UTM,-36.833819249999998,143.89168950000001,WGS84,9,0,1,Y,Y,1,1891-07-04,,407
407241,LODDON RIVER @ CAIRN CURRAN RESERVOIR (HEAD GAUGE),CAIRN CURRAN RES HG,,,,54,764190.09999999998,5902210.5999999996,MGA94,-36.98903,143.96842000000001,GDA94,1,0,1,N,N,1,1992-03-23,,407
407242,LODDON RIVER @ MURRAY VALLEY HIGHWAY BRIDGE (KERANG),LODDON @ MURRAY VAL.,73.459999999999994,,0,54,763318,6041511,UTM,-35.735082929999997,143.9114927,WGS84,9,0,1,Y,Y,1,1924-01-01,,407
407244,TULLAROOP CREEK @ TULLAROOP RESERVOIR (HEAD GAUGE),TULLAROOP @ RES HG,0,AHD,730,54,754523,5890962,UTM,-37.092967950000002,143.86373069999999,WGS84,9,0,1,Y,Y,1,1958-09-18,,407
407246,BULLOCK CREEK @ MARONG,BULLOCK @ MARONG,179.63,AHD,184,55,244244,5931358,UTM,-36.728939390000001,144.13605240000001,WGS84,9,0,1,Y,N,1,1972-06-09,,407
407248,TULLAROOP CREEK @ TULLARROP RES. (O'LET MEAS. WEIR),TULLAROOP @ O'LET W.,198.09999999999999,AHD,730,54,754674,5891234,UTM,-37.09047812,143.86533539999999,WGS84,9,0,1,Y,N,1,1960-05-11,,407
407249,BIRCH CREEK @ NEWLYN RESERVOIR (TAIL GAUGE),BIRCH @ NEWLYN,521.58299999999997,ARB,70,55,234764,5856049,UTM,-37.404273959999998,144.00344960000001,WGS84,9,0,1,Y,N,1,1961-03-01,,407
407251,SHEEPWASH CREEK @ SHEEPWASH WEIR (KERANG) H.G.,SHEEPWASH HEAD,,,,54,763267,6044284.7000000002,MGA94,-35.710120000000003,143.91002,GDA94,1,0,1,Y,N,1,2011-10-21,,407
407252,BARR CREEK @ CAPELS FLUME,BARR @ CAPELS FLUME,0,,0,54,765520.19999999995,6055929.4000000004,MGA94,-35.604660000000003,143.93106,GDA94,1,0,1,Y,Y,1,1971-03-04,,407
407253,PICCANINNY CREEK @ MINTO,PICCANINNY @ MINTO,117.27800000000001,AHD,668,55,273205,5962933,UTM,-36.451930529999998,144.46935809999999,WGS84,9,0,1,Y,N,1,1966-09-20,,407
407254,BENDIGO CREEK @ BENDIGO,BENDIGO @ BENDIGO,201.71600000000001,AHD,64,55,258111,5929939,UTM,-36.745351419999999,144.29072339999999,WGS84,9,0,1,Y,N,1,1977-04-21,,407
407255,BENDIGO CREEK @ HUNTLY,BENDIGO @ HUNTLY,157.22999999999999,AHD,203,55,264374,5942581,UTM,-36.633136280000002,144.36468110000001,WGS84,9,0,1,Y,Y,1,1977-06-10,,407
407260,LODDON RIVER @ MACORNA SYPHON,LODDON @ MACORNA,,,,54,756206.09600000002,6013426.1730000004,MGA94,-35.989988889999999,143.84198056,GDA94,1,0,1,,,1,1978-08-14,,407
407283,BARR CREEK @ SCHWENKES ROAD,BARR @ SCHWENKES RD,73.977999999999994,AHD,0,55,238290,6039039,UTM,-35.757771480000002,144.10545999999999,WGS84,9,0,1,Y,N,1,1988-09-01,,407
407284,CALIVIL CREEK @ WISHARTS ROAD,CALIVIL @ WISHARTS,0,AHD,0,55,233119,6024311,UTM,-35.888995450000003,144.0434175,WGS84,9,0,1,Y,N,1,1988-12-02,,407
407285,NINE MILE CREEK @ COADS ROAD,9 MILE CK @ COADS RD,0,AHD,0,54,770382,6023426,UTM,-35.896003069999999,143.99562069999999,WGS84,9,0,1,Y,N,1,1987-11-25,,407
407286,WANDELLA CREEK @ FAIRLEY,WANDELLA @ FAIRLEY,0,,0,54,759808,6046098,UTM,-35.694709660000001,143.87124360000001,WGS84,9,0,1,Y,N,1,1989-05-12,,407
407287,BULLOCK CREEK @ U/S BOX CREEK,BULLOCK @ U/S BOX CK,0,AHD,1231,55,245964,6020965,UTM,-35.922544449999997,144.18449200000001,WGS84,9,0,1,Y,N,1,1990-03-02,,407
407288,BET BET CREEK @ LILLICUR,BET BET @ LILLICUR,0,,124,54,723939,5881300,UTM,-37.187787989999997,143.5228329,WGS84,9,0,1,Y,N,1,1990-09-17,,407
407289,NINE MILE CREEK @ SERPENTINE CREEK OFFTAKE,9 MILE SERP.OFFTAKE,0,,0,54,763264,6001240,UTM,-36.097710259999999,143.92422339999999,WGS84,9,0,1,Y,N,1,1990-10-26,,407
407290,BULLOCK CREEK @ EAST LODDON,BULLOCK @EAST LODDON,0,,425,55,243192,5970860,UTM,-36.372989390000001,144.1374429,WGS84,9,0,0,Y,N,1,1990-10-24,,407
407293,BOX CREEK @ D/S KOW SWAMP REGULATOR,BOX CK DS KOW SWAMP,0,AHD,0,55,253017,6020241,UTM,-35.930871789999998,144.26235489999999,WGS84,9,0,1,Y,N,1,1992-11-23,,407
407294,PYRAMID CREEK @ FLANNERY'S BRIDGE,PYRAMID CK @ FLANNER,0,AHD,0,55,245156,6025093,UTM,-35.88516121,144.1768682,WGS84,9,0,1,Y,N,1,1992-11-23,,407
407295,BOX CREEK @ MANSFIELD'S BRIDGE,BOX CK @ MANSFIELD,0,AHD,0,55,247656,6021944,UTM,-35.914166459999997,144.20353499999999,WGS84,9,0,1,Y,N,1,1992-11-23,,407
407300,MUCKLEFORD CREEK @ MUCKLEFORD NORTH,MUCKLEFORD CK,0,ARB,126,55,245709,5899442,UTM,-37.016685010000003,144.14174389999999,WGS84,9,280,9,Y,N,1,1993-12-23,,407
407301,WANDELLA CREEK @ GANNONS WEIR,WANDELLA @GANNONS W.,0,AHD,0,54,754710,6011118,UTM,-36.0110411,143.8261306,WGS84,9,0,1,Y,N,1,1994-12-12,,407
407302,VENABLES CREEK @ BOORT DURHAM OX ROAD,VENABLES CK BOORT RD,0,AHD,0,54,755011,5998828,UTM,-36.121631059999999,143.8334357,WGS84,9,0,1,Y,N,1,1994-09-16,,407
407311,WOMBAT CREEK D/S WOMBAT CREEK RESERVOIR,WOMBAT CK D/S RES.,,,,55,249854.29800000001,5858119.5530000003,AMG66,-37.389830000000003,144.17444,WGS84,1,0,1,N,N,1,1998-09-03,,407
407312,KANGAROO CREEK U/S BULLARTO RES.,KANGAROO CK BULLARTO,,,,55,255600,5858700,AMG66,-37.386136610000001,144.23946359999999,AGD66,1,0,1,N,N,1,1998-09-10,,407
407313,WOMBAT CREEK @ WOMBAT CREEK RESERVOIR (H.G.),WOMBAT CK @ RES H.G.,,,,55,249911.272,5858022.4029999999,AMG66,-37.390720000000002,144.17505,WGS84,1,0,1,N,N,1,,,407
407314,MC CALLUMS CREEK U/S EVANSFORD RESERVOIR,MC CALLUMS EVANSFORD,,,,54,734831.85400000005,5870324.4989999998,ANG,-37.283940000000001,143.64888999999999,WGS84,1,0,1,N,N,1,1999-06-29,,407
407315,STONY CREEK U/S TALBOT RESERVOIR,STONY CK U/S TALBOT,,,,54,733391.90000000002,5873314.5999999996,MGA94,-37.257377779999999,143.63172499999999,GDA94,9,345,9,N,N,1,2000-06-23,,407
407319,HEPBURN LAGOON OUTFALL CREEK,HEPBURN LAGOON O/F C,0,ARB,0,54,764844,5860355,UTM,-37.365625629999997,143.99058600000001,WGS84,9,0,1,Y,N,1,2006-06-29,,407
407323,LODDON RIVER @ YANDO ROAD,LODDON R @ YANDO RD,0,,0,54,754834,6006431,UTM,-36.053214420000003,143.82901501000001,WGS84,9,93,9,Y,N,1,2007-04-19,,407
407324,CRESWICK CREEK @ COSGROVE RESERVOIR,CRESWICK C COSGROVE,,,,54,759755.90000000002,5851737.5,MGA94,-37.444767650000003,143.93624539999999,GDA94,9,0,1,N,N,1,2007-12-05,,407
407326,DOCTORS CREEK @ LEXTON RES. H.G.,LEXTON RES. H.G.,,,,54,725610.55099999998,5871082.0149999997,UTM,-37.279400000000003,143.54473999999999,WGS84,,400,,y,N,1,2009-06-26,,407
407327,KANGAROO CREEK @ BULLARTO RES. H.G.,BULLARTO RES. H.G.,,,,55,255620.89999999999,5859603,MGA94,-37.378141999999997,144.239983,GDA94,1,0,,N,N,1,2009-05-22,,407
407332,GUNBOWER CREEK @ CONDIDORIOS BRIDGE,GUNBOWER CONDIDORIOS,,,,55,240401,6051193,MGA94,-35.6490072,144.13269149999999,AGD66,9,0,0,y,N,1,2012-07-20,,407
407333,MCCALLUM'S CREEK @ EVANSFORD RES. H.G.,MCCALLUMS C EVAN RES,,,,54,735328.19999999995,5871234.5,UTM,-37.275620719999999,143.6541953,GDA94,,0,,N,N,1,2010-06-28,,407
407334,STONY CREEK @ TALBOT RES. H.G.,STONY C TABLOT RES.,,,,54,734191.73300000001,5874158.3310000002,UTM,-37.249580000000002,143.64046999999999,WGS84,,0,,N,N,1,2010-06-29,,407
407335,CENTENARY RESERVOIR HEAD GAUGE,CENTENARY RES HG,,,,54,743093.79200000002,5893350.1519999998,AMG66,-37.074531,143.73451600000001,WGS84,,0,,N,N,1,2011-11-22,,407
407336,GUNBOWER FOREST OUTFALL AT CHINAMAN BEND,GUNBOWER O/F CHINA'M,,,,55,241380,6050381,MGA94,-35.656452780000002,144.14324719999999,GDA94,,0,,N,N,1,2012-04-11,,407
407337,LITTLE GUNBOWER LAGOON @ BIRD COLONY,LT GUNBOWER LAGOON,,,,55,246048,6045474,UTM,-35.701854949999998,144.19320607,GDA94,,0,,y,N,1,2012-08-06,,407
407338,YARRAN CREEK @ GUNBOWER CREEK OFFTAKE,YARREN CK @ GUNBOWER,,,,55,249808,6038618,MGA94,-35.764683959999999,144.2325683,GDA94,9,0,0,y,N,1,2012-10-23,,407
407339,REEDY CREEK @ GUNBOWER CREEK OFFTAKE,REEDY CK @ GUNBOWER,,,,55,245940,6041589,MGA94,-35.736937060000002,144.19077035999999,GDA94,9,0,0,Y,N,1,2012-08-30,,407
407340,BLACK SWAMP @ GUNBOWER CREEK OFFTAKE,BLACK SWAMP @ GBOWER,,,,55,244706,6044456,MGA94,-35.710799340000001,144.17805179000001,GDA94,9,0,0,Y,N,1,2012-08-15,,407
407341,HEPPELL LAGOON @ HEPPELL ROAD,LAGOON @ HEPPELL RD,,,,55,274360.70000000001,6013103.4000000004,MGA94,-36.000447999999999,144.496681,GDA94,,0,,N,Y,1,2012-12-01,,407
407342,HEPPELL LAGOON @ CORDELL ISLAND,HEPPELL @ CORDELL IS,,,,55,273592.79999999999,6013534.4000000004,MGA94,-35.996388000000003,144.488292,GDA94,,0,,N,Y,1,2012-12-01,,407
407343,HEART LAGOON @ DIRT TRACK,HEART LAGOON DIRT TK,,,,55,273135,6015395,MGA94,-35.979523,144.48374999999999,GDA94,,0,,N,Y,1,2012-12-01,,407
407344,HEART LAGOON @ HEADWORKS ROAD,HEART LG HEADWORKS R,,,,55,272247.59999999998,6015300.0999999996,MGA94,-35.980170999999999,144.47388900000001,GDA94,,0,,N,Y,1,2012-12-01,,407
407345,UREGULATED LAGOON OFF HEADWORKS ROAD,UNREGULATED LG H/W'S,,,,55,272022.70000000001,6014914.5,MGA94,-35.983592000000002,144.47128599999999,GDA94,,0,,N,Y,1,2012-12-01,,407
407346,SPLATTS LAGOON @ PATHO CEMETERY ROAD,SPLATTS LG CEMENTRY,,,,55,272157.70000000001,6012995.5,MGA94,-36.000908000000003,144.47223,GDA94,,0,,N,Y,1,2012-12-01,,407
407347,SPLATTS LG @ CNR PATHO CEMETERY RD & TORRUMBARRY W. RD,SPLATTS LG ROADS CNR,,,,55,270842.70000000001,6013554.5,MGA94,-35.995564999999999,144.45781600000001,GDA94,,0,,N,Y,1,2012-12-01,,407
407348,SPLATTS LAGOON @ MCGILLVRAYS,SPLATTS LG MCGILLVRA,,,,55,269897.70000000001,6012478.5,MGA94,-36.005034000000002,144.44702899999999,GDA94,,0,,N,Y,1,2012-12-01,,407
407349,TURNERS LAGOON @ MAYERS LANE,TURNERS LG MAYERS LA,,,,55,268439.09999999998,6013161.4000000004,MGA94,-35.998536999999999,144.43106,GDA94,,0,,N,Y,1,2012-12-01,,407
407350,TURNERS LAGOON @ PHYLAND ROAD,TURNERS LG PHYLAND R,,,,55,266826.59999999998,6014383.2999999998,MGA94,-35.987147999999998,144.41354699999999,GDA94,,0,,N,Y,1,2012-12-01,,407
407351,PHYLAND LAGOON @ GIBBON ROAD,PHYLAND LG GIBBON RD,,,,55,266918,6015559.7999999998,MGA94,-35.976573000000002,144.414906,GDA94,,0,,N,Y,1,2012-12-01,,407
407352,LONGMORE LAGOON @ GIBBON ROAD,LONGMORE LG GIBBON R,,,,55,265892.70000000001,6014844.4000000004,MGA94,-35.982771,144.403333,GDA94,,0,,N,Y,1,2012-12-01,,407
407353,LONGMORE LAGOON @ RANKINS,LONGMORE LG RANKINS,,,,55,265926.29999999999,6017368,MGA94,-35.960050000000003,144.40445,GDA94,,0,,N,Y,1,2012-12-01,,407
407354,LONGMORE LAGOON @ FRACARO ROAD,LONGMORE LG FRACARO,,,,55,264870.20000000001,6017011.5,MGA94,-35.963006999999998,144.39264499999999,GDA94,,0,,N,Y,1,2012-12-01,,407
407355,UPPER GUNBOWER LAGOON @ FOX ISLAND ROAD,UP G'BOWER L FOX IS,,,,55,263979.09999999998,6018859.2000000002,MGA94,-35.946150000000003,144.38332199999999,GDA94,,0,,N,Y,1,2012-12-01,,407
407356,UPPER GUNBOWER LAGOON @ ISLAND SCHOOL ROAD,UP G'BOWER L SCHOOL,,,,55,264800.09999999998,6020797.7000000002,MGA94,-35.928888999999998,144.39299,GDA94,,0,,N,Y,1,2012-12-01,,407
407357,GUM LAGOON @ LAGOON ROAD,GUM LG LAGOON RD,,,,55,263462.70000000001,6019854.5,MGA94,-35.937061,144.37789900000001,GDA94,,0,,N,Y,1,2012-12-01,,407
407358,COCKATOO LAGOON @ CNR LAGOON RD & DICKSON RD,COCKATOO LG R'DS CNR,,,,55,261354,6020945.2000000002,MGA94,-35.926724999999998,144.354873,GDA94,,0,,N,Y,1,2012-12-01,,407
407359,COCKATOO LAGOON @ CNR THOMPSONS BRIDGE ROAD,COCKATOO LG THOMP BR,,,,55,262345.20000000001,6022763.2999999998,MGA94,-35.910592000000001,144.36639199999999,GDA94,,0,,N,Y,1,2012-12-01,,407
407360,TAYLOR LAGOON @ BATEMAN'S ROAD,TAYLOR LG BATEMAN RD,,,,55,257714.79999999999,6029241.5999999996,MGA94,-35.851111000000003,144.31709900000001,GDA94,,0,,N,Y,1,2012-12-01,,407
407361,TAYLOR LAGOON @ W TAYLORS ROAD,TAYLOR LG T'LORS RD,,,,55,256872.79999999999,6029174.5,MGA94,-35.851506999999998,144.30776399999999,GDA94,,0,,N,Y,1,2012-12-01,,407
407362,SAFES LAGOON @ SAFES ROAD,SAFES LG AT SAFES RD,,,,55,242734.5,6046819.5999999996,MGA94,-35.689002000000002,144.15703999999999,GDA94,,0,,N,Y,1,2012-12-01,,407
407366,LITTLE REEDY LAGOON IN GUNBOWER FOREST,LITTLE REEDY LAGOON,,,,55,253056,6038400,MGA94,-35.767468319999999,144.26839117,GDA94,,0,,N,N,1,2014-05-13,,407
407368,GUNBOWER CREEK 5KM DOWNSTREAM YARRAN REGULATOR,GUNBOWER C YARRAN RE,,,,55,248348,6039336,MGA94,-35.757845369999998,144.21666139999999,GDA94,,0,,N,N,1,2014-06-16,,407
407369,SPUR CREEK AT EAST BRANCH,SPUR CK @ E.BRANCH,,,,55,260308,6029597,MGA94,-35.848547619999998,144.34589349999999,GDA94,,0,,N,N,1,2014-06-19,,407
407372,GUNBOWER CREEK AT COHUNA GOLF COURSE,GUNBOWER COHUNA GOLF,,,,55,249661,6038429,MGA94,-35.766348639999997,144.230885,GDA94,,0,,N,N,1,2015-07-22,,407
